volume,risk_weight,max_share,min_supplier,status,baseline_cost,optimized_cost,baseline_emissions,optimized_emissions,baseline_deforestation,optimized_deforestation,supplier_count,total_volume_sourced,timestamp
50000,0.25,0.6,5,completed,1014.0376449367672,957.3724619034074,1.683494291105607,2.006600354011083,0.008206495222097186,0.01429799337616926,5,50000.0,2026-01-09T20:12:18.941020
50000,0.25,0.6,7,completed,1014.0376449367672,960.0928505517377,1.683494291105607,1.9986594932573207,0.008206495222097186,0.014073710255511011,7,50000.0,2026-01-09T20:12:42.079780
50000,0.25,0.6,9,completed,1014.0376449367672,958.1803798218958,1.683494291105607,1.9637800572977948,0.008206495222097186,0.013807102231873246,9,50000.0,2026-01-09T20:13:05.214827
50000,0.25,0.6,11,completed,1014.0376449367672,953.9258717245553,1.683494291105607,1.9325699034432182,0.008206495222097186,0.013539173229641622,11,50000.0,2026-01-09T20:13:28.318346
50000,0.25,0.7,3,completed,1014.0376449367672,957.9148449429873,1.683494291105607,2.0401478190990403,0.008206495222097186,0.01470297065827355,3,50000.0,2026-01-09T20:13:51.673672
50000,0.25,0.7,5,completed,1014.0376449367672,959.3717848146783,1.683494291105607,2.03140522782497,0.008206495222097186,0.014501175293742972,5,50000.0,2026-01-09T20:14:14.969573
50000,0.25,0.7,7,completed,1014.0376449367672,962.0921734630089,1.683494291105607,2.0234643670712087,0.008206495222097186,0.014276892173084723,7,50000.0,2026-01-09T20:14:38.299213
50000,0.25,0.7,9,completed,1014.0376449367672,960.1797027331667,1.683494291105607,1.9885849311116823,0.008206495222097186,0.014010284149446956,9,50000.0,2026-01-09T20:15:01.285902
50000,0.25,0.7,11,completed,1014.0376449367672,955.9251946358263,1.683494291105607,1.9573747772571057,0.008206495222097186,0.013742355147215333,11,50000.0,2026-01-09T20:15:24.374463
50000,0.5,0.3,3,completed,1014.0376449367672,953.210448128142,1.683494291105607,0.6886971488427341,0.008206495222097186,0.0006476758185862499,5,50000.0,2026-01-09T20:15:47.974057
50000,0.5,0.3,5,completed,1014.0376449367672,953.210448128142,1.683494291105607,0.6886971488427341,0.008206495222097186,0.0006476758185862499,5,50000.0,2026-01-09T20:16:10.922495
50000,0.5,0.3,7,completed,1014.0376449367672,958.0187394253877,1.683494291105607,0.6848529673159502,0.008206495222097186,0.0006476758185862499,7,50000.0,2026-01-09T20:16:34.261635
50000,0.5,0.3,9,completed,1014.0376449367672,964.5806924115236,1.683494291105607,0.6875450713525089,0.008206495222097186,0.0006476758185862499,9,50000.0,2026-01-09T20:16:58.041619
50000,0.5,0.3,11,completed,1014.0376449367672,971.772433614251,1.683494291105607,0.7548109155051678,0.008206495222097186,0.0006531819595805939,11,50000.0,2026-01-09T20:17:21.651183
50000,0.5,0.4,3,completed,1014.0376449367672,976.8741212178694,1.683494291105607,0.8513205071586201,0.008206495222097186,0.0008371481862377199,3,50000.0,2026-01-09T20:17:44.614696
50000,0.5,0.4,5,completed,1014.0376449367672,969.5331421085915,1.683494291105607,0.852382653787763,0.008206495222097186,0.0008345062290499919,5,50000.0,2026-01-09T20:18:07.528324
50000,0.5,0.4,7,completed,1014.0376449367672,967.0994646747939,1.683494291105607,0.8470704691132368,0.008206495222097186,0.000831864271862264,7,50000.0,2026-01-09T20:18:30.897798
50000,0.5,0.4,9,completed,1014.0376449367672,966.5679644972391,1.683494291105607,0.844499345336726,0.008206495222097186,0.000829222314674536,9,50000.0,2026-01-09T20:18:54.497753
50000,0.5,0.4,11,completed,1014.0376449367672,966.666252536276,1.683494291105607,0.9065019616763152,0.008206495222097186,0.0008320864984811519,11,50000.0,2026-01-09T20:19:17.966575
50000,0.5,0.5,3,completed,1014.0376449367672,965.0370414540939,1.683494291105607,0.9877428207333377,0.008206495222097186,0.001012675155977398,3,50000.0,2026-01-09T20:19:40.610036
50000,0.5,0.5,5,completed,1014.0376449367672,958.4211713005961,1.683494291105607,0.96879395779576,0.008206495222097186,0.0010085619748433662,5,50000.0,2026-01-09T20:20:03.062357
50000,0.5,0.5,7,completed,1014.0376449367672,956.7126028225789,1.683494291105607,0.9434707635545135,0.008206495222097186,0.0010044487937093342,7,50000.0,2026-01-09T20:20:25.936809
50000,0.5,0.5,9,completed,1014.0376449367672,956.9062116008043,1.683494291105607,0.9208886302112823,0.008206495222097186,0.001000335612575302,9,50000.0,2026-01-09T20:20:48.859876
50000,0.5,0.5,11,completed,1014.0376449367672,957.7296085956212,1.683494291105607,0.9628802369841511,0.008206495222097186,0.001001728572435614,11,50000.0,2026-01-09T20:21:11.852602
50000,0.5,0.6,3,completed,1014.0376449367672,960.0884967702302,1.683494291105607,0.9340605434242115,0.008206495222097186,0.0011742254982271881,3,50000.0,2026-01-09T20:21:34.149368
50000,0.5,0.6,5,completed,1014.0376449367672,953.4726266167323,1.683494291105607,0.9151116804866338,0.008206495222097186,0.001170112317093156,5,50000.0,2026-01-09T20:21:56.551755
50000,0.5,0.6,7,completed,1014.0376449367672,951.7640581387152,1.683494291105607,0.8897884862453872,0.008206495222097186,0.0011659991359591242,7,50000.0,2026-01-09T20:22:19.441013
50000,0.5,0.6,9,completed,1014.0376449367672,951.9576669169405,1.683494291105607,0.867206352902156,0.008206495222097186,0.001161885954825092,9,50000.0,2026-01-09T20:22:42.312221
50000,0.5,0.6,11,completed,1014.0376449367672,952.7810639117577,1.683494291105607,0.9091979596750249,0.008206495222097186,0.001163278914685404,11,50000.0,2026-01-09T20:23:05.251428
50000,0.5,0.7,3,completed,1014.0376449367672,955.1399520863664,1.683494291105607,0.8803782661150852,0.008206495222097186,0.001335775840476978,3,50000.0,2026-01-09T20:23:27.895951
50000,0.5,0.7,5,completed,1014.0376449367672,948.5240819328689,1.683494291105607,0.8614294031775076,0.008206495222097186,0.0013316626593429459,5,50000.0,2026-01-09T20:23:50.459679
50000,0.5,0.7,7,completed,1014.0376449367672,946.8155134548514,1.683494291105607,0.836106208936261,0.008206495222097186,0.001327549478208914,7,50000.0,2026-01-09T20:24:13.345378
50000,0.5,0.7,9,completed,1014.0376449367672,947.0091222330769,1.683494291105607,0.8135240755930295,0.008206495222097186,0.001323436297074882,9,50000.0,2026-01-09T20:24:36.167884
50000,0.5,0.7,11,completed,1014.0376449367672,947.8325192278938,1.683494291105607,0.8555156823658986,0.008206495222097186,0.001324829256935194,11,50000.0,2026-01-09T20:24:58.952291
50000,0.75,0.3,3,completed,1014.0376449367672,953.210448128142,1.683494291105607,0.6886971488427341,0.008206495222097186,0.0006476758185862499,5,50000.0,2026-01-09T20:25:22.652101
50000,0.75,0.3,5,completed,1014.0376449367672,953.210448128142,1.683494291105607,0.6886971488427341,0.008206495222097186,0.0006476758185862499,5,50000.0,2026-01-09T20:25:46.449123
50000,0.75,0.3,7,completed,1014.0376449367672,958.0187394253877,1.683494291105607,0.6848529673159502,0.008206495222097186,0.0006476758185862499,7,50000.0,2026-01-09T20:26:10.053853
50000,0.75,0.3,9,completed,1014.0376449367672,964.5806924115236,1.683494291105607,0.6875450713525089,0.008206495222097186,0.0006476758185862499,9,50000.0,2026-01-09T20:26:33.708237
50000,0.75,0.3,11,completed,1014.0376449367672,971.772433614251,1.683494291105607,0.7548109155051678,0.008206495222097186,0.0006531819595805939,11,50000.0,2026-01-09T20:26:57.504880
50000,0.75,0.4,3,completed,1014.0376449367672,976.8741212178694,1.683494291105607,0.8513205071586201,0.008206495222097186,0.0008371481862377199,3,50000.0,2026-01-09T20:27:20.659350
50000,0.75,0.4,5,completed,1014.0376449367672,969.5331421085915,1.683494291105607,0.852382653787763,0.008206495222097186,0.0008345062290499919,5,50000.0,2026-01-09T20:27:43.662302
50000,0.75,0.4,7,completed,1014.0376449367672,967.0994646747939,1.683494291105607,0.8470704691132368,0.008206495222097186,0.000831864271862264,7,50000.0,2026-01-09T20:28:06.822144
50000,0.75,0.4,9,completed,1014.0376449367672,966.5679644972391,1.683494291105607,0.844499345336726,0.008206495222097186,0.000829222314674536,9,50000.0,2026-01-09T20:28:29.949166
50000,0.75,0.4,11,completed,1014.0376449367672,966.666252536276,1.683494291105607,0.9065019616763152,0.008206495222097186,0.0008320864984811519,11,50000.0,2026-01-09T20:28:53.031394
50000,0.75,0.5,3,completed,1014.0376449367672,965.0370414540939,1.683494291105607,0.9877428207333377,0.008206495222097186,0.001012675155977398,3,50000.0,2026-01-09T20:29:16.007812
50000,0.75,0.5,5,completed,1014.0376449367672,958.4211713005961,1.683494291105607,0.96879395779576,0.008206495222097186,0.0010085619748433662,5,50000.0,2026-01-09T20:29:39.118330
50000,0.75,0.5,7,completed,1014.0376449367672,956.7126028225789,1.683494291105607,0.9434707635545135,0.008206495222097186,0.0010044487937093342,7,50000.0,2026-01-09T20:30:02.214622
50000,0.75,0.5,9,completed,1014.0376449367672,956.9062116008043,1.683494291105607,0.9208886302112823,0.008206495222097186,0.001000335612575302,9,50000.0,2026-01-09T20:30:25.474684
50000,0.75,0.5,11,completed,1014.0376449367672,957.7296085956212,1.683494291105607,0.9628802369841511,0.008206495222097186,0.001001728572435614,11,50000.0,2026-01-09T20:30:48.657797
50000,0.75,0.6,3,completed,1014.0376449367672,960.0884967702302,1.683494291105607,0.9340605434242115,0.008206495222097186,0.0011742254982271881,3,50000.0,2026-01-09T20:31:11.389694
50000,0.75,0.6,5,completed,1014.0376449367672,953.4726266167323,1.683494291105607,0.9151116804866338,0.008206495222097186,0.001170112317093156,5,50000.0,2026-01-09T20:31:34.175301
50000,0.75,0.6,7,completed,1014.0376449367672,951.7640581387152,1.683494291105607,0.8897884862453872,0.008206495222097186,0.0011659991359591242,7,50000.0,2026-01-09T20:31:57.155279
50000,0.75,0.6,9,completed,1014.0376449367672,951.9576669169405,1.683494291105607,0.867206352902156,0.008206495222097186,0.001161885954825092,9,50000.0,2026-01-09T20:32:20.052829
50000,0.75,0.6,11,completed,1014.0376449367672,952.7810639117577,1.683494291105607,0.9091979596750249,0.008206495222097186,0.001163278914685404,11,50000.0,2026-01-09T20:32:42.752187
50000,0.75,0.7,3,completed,1014.0376449367672,955.1399520863664,1.683494291105607,0.8803782661150852,0.008206495222097186,0.001335775840476978,3,50000.0,2026-01-09T20:33:05.377333
50000,0.75,0.7,5,completed,1014.0376449367672,948.5240819328689,1.683494291105607,0.8614294031775076,0.008206495222097186,0.0013316626593429459,5,50000.0,2026-01-09T20:33:27.999046
50000,0.75,0.7,7,completed,1014.0376449367672,946.8155134548514,1.683494291105607,0.836106208936261,0.008206495222097186,0.001327549478208914,7,50000.0,2026-01-09T20:33:50.618563
50000,0.75,0.7,9,completed,1014.0376449367672,947.0091222330769,1.683494291105607,0.8135240755930295,0.008206495222097186,0.001323436297074882,9,50000.0,2026-01-09T20:34:13.465509
50000,0.75,0.7,11,completed,1014.0376449367672,947.8325192278938,1.683494291105607,0.8555156823658986,0.008206495222097186,0.001324829256935194,11,50000.0,2026-01-09T20:34:36.041051
50000,1.0,0.3,3,completed,1014.0376449367672,957.3793414640071,1.683494291105607,0.09970481140558317,0.008206495222097186,3.609704455714513e-05,8,50000.0,2026-01-09T20:34:59.665622
50000,1.0,0.3,5,completed,1014.0376449367672,957.016786986117,1.683494291105607,0.10971031618894336,0.008206495222097186,3.683265653029714e-05,9,50000.0,2026-01-09T20:35:23.333289
50000,1.0,0.3,7,completed,1014.0376449367672,955.1100604042717,1.683494291105607,0.10979528474969562,0.008206495222097186,3.551167793643313e-05,10,50000.0,2026-01-09T20:35:46.919194
50000,1.0,0.3,9,completed,1014.0376449367672,951.315807876839,1.683494291105607,0.11348904528537325,0.008206495222097186,3.4190699342569135e-05,11,50000.0,2026-01-09T20:36:10.518701
50000,1.0,0.3,11,completed,1014.0376449367672,951.315807876839,1.683494291105607,0.11348904528537325,0.008206495222097186,3.4190699342569135e-05,11,50000.0,2026-01-09T20:36:34.067772
50000,1.0,0.4,3,completed,1014.0376449367672,956.2175296275085,1.683494291105607,0.07479839948567417,0.008206495222097186,2.3717765786339e-05,7,50000.0,2026-01-09T20:36:57.190613
50000,1.0,0.4,5,completed,1014.0376449367672,959.4017017314635,1.683494291105607,0.08743551817556917,0.008206495222097186,2.5774356353355e-05,8,50000.0,2026-01-09T20:37:20.354440
50000,1.0,0.4,7,completed,1014.0376449367672,964.588428313309,1.683494291105607,0.09278371454939106,0.008206495222097186,2.7095334947219002e-05,10,50000.0,2026-01-09T20:37:43.328794
50000,1.0,0.4,9,completed,1014.0376449367672,964.3409023677215,1.683494291105607,0.0991090889916035,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:38:06.363162
50000,1.0,0.4,11,completed,1014.0376449367672,964.3409023677215,1.683494291105607,0.0991090889916035,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:38:29.394021
50000,1.0,0.5,3,completed,1014.0376449367672,981.1444258394664,1.683494291105607,0.07460817040382611,0.008206495222097186,2.3717765786339e-05,6,50000.0,2026-01-09T20:38:52.340552
50000,1.0,0.5,5,completed,1014.0376449367672,977.913476803504,1.683494291105607,0.08729424595517767,0.008206495222097186,2.5774356353355e-05,8,50000.0,2026-01-09T20:39:15.215030
50000,1.0,0.5,7,completed,1014.0376449367672,976.6850822454315,1.683494291105607,0.0926913991904561,0.008206495222097186,2.7095334947219002e-05,10,50000.0,2026-01-09T20:39:37.936729
50000,1.0,0.5,9,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:40:00.826493
50000,1.0,0.5,11,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:40:24.134333
50000,1.0,0.6,3,completed,1014.0376449367672,981.1444258394664,1.683494291105607,0.07460817040382611,0.008206495222097186,2.3717765786339e-05,6,50000.0,2026-01-09T20:40:47.053194
50000,1.0,0.6,5,completed,1014.0376449367672,977.913476803504,1.683494291105607,0.08729424595517767,0.008206495222097186,2.5774356353355e-05,8,50000.0,2026-01-09T20:41:10.108642
50000,1.0,0.6,7,completed,1014.0376449367672,976.6850822454315,1.683494291105607,0.0926913991904561,0.008206495222097186,2.7095334947219002e-05,10,50000.0,2026-01-09T20:41:33.131836
50000,1.0,0.6,9,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:41:56.107623
50000,1.0,0.6,11,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:42:19.023197
50000,1.0,0.7,3,completed,1014.0376449367672,981.1444258394664,1.683494291105607,0.07460817040382611,0.008206495222097186,2.3717765786339e-05,6,50000.0,2026-01-09T20:42:41.626654
50000,1.0,0.7,5,completed,1014.0376449367672,977.913476803504,1.683494291105607,0.08729424595517767,0.008206495222097186,2.5774356353355e-05,8,50000.0,2026-01-09T20:43:04.160779
50000,1.0,0.7,7,completed,1014.0376449367672,976.6850822454315,1.683494291105607,0.0926913991904561,0.008206495222097186,2.7095334947219002e-05,10,50000.0,2026-01-09T20:43:26.799267
50000,1.0,0.7,9,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:43:49.435989
50000,1.0,0.7,11,completed,1014.0376449367672,973.2299957298854,1.683494291105607,0.09904125206339683,0.008206495222097186,2.7095334947219002e-05,11,50000.0,2026-01-09T20:44:11.996665
100000,0.0,0.3,3,completed,1014.0376449367672,995.1092117878504,1.683494291105607,1.8414339803672666,0.008206495222097186,0.01095305080220514,4,100000.0,2026-01-09T20:44:36.396283
100000,0.0,0.3,5,completed,1014.0376449367672,994.8135234837237,1.683494291105607,1.8399442049179502,0.008206495222097186,0.010920031970075683,5,100000.0,2026-01-09T20:45:00.755951
100000,0.0,0.3,7,completed,1014.0376449367672,992.2117389591034,1.683494291105607,1.8287902500052116,0.008206495222097186,0.010863635471731858,7,100000.0,2026-01-09T20:45:24.240887
100000,0.0,0.3,9,completed,1014.0376449367672,991.518964370842,1.683494291105607,1.82304119734992,0.008206495222097186,0.010900865196963412,9,100000.0,2026-01-09T20:45:47.872517
100000,0.0,0.3,11,completed,1014.0376449367672,990.9826819237982,1.683494291105607,1.8341972702923697,0.008206495222097186,0.010948267729441866,11,100000.0,2026-01-09T20:46:11.608330
100000,0.0,0.4,3,completed,1014.0376449367672,972.0044857010407,1.683494291105607,1.9247361310127273,0.008206495222097186,0.012811428702240621,3,100000.0,2026-01-09T20:46:34.995995
100000,0.0,0.4,5,completed,1014.0376449367672,972.7201415022118,1.683494291105607,1.9220436403208356,0.008206495222097186,0.012726920489545934,5,100000.0,2026-01-09T20:46:58.557813
100000,0.0,0.4,7,completed,1014.0376449367672,971.1297010828896,1.683494291105607,1.9096869701655221,0.008206495222097186,0.012619034610636879,7,100000.0,2026-01-09T20:47:21.888164
100000,0.0,0.4,9,completed,1014.0376449367672,971.448270599926,1.683494291105607,1.9027352022676558,0.008206495222097186,0.0126047749553032,9,100000.0,2026-01-09T20:47:45.105980
100000,0.0,0.4,11,completed,1014.0376449367672,971.9233322581799,1.683494291105607,1.91268855996753,0.008206495222097186,0.012600688107216427,11,100000.0,2026-01-09T20:48:08.714496
100000,0.0,0.5,3,completed,1014.0376449367672,954.9588465643,1.683494291105607,1.9994005204143783,0.008206495222097186,0.01434247224546817,3,100000.0,2026-01-09T20:48:31.838329
100000,0.0,0.5,5,completed,1014.0376449367672,957.6792352126301,1.683494291105607,1.9914596596606169,0.008206495222097186,0.014118189124809919,5,100000.0,2026-01-09T20:48:54.956383
100000,0.0,0.5,7,completed,1014.0376449367672,958.0935276404668,1.683494291105607,1.9738546194434334,0.008206495222097186,0.013870528337937303,7,100000.0,2026-01-09T20:49:18.096656
100000,0.0,0.5,9,completed,1014.0376449367672,960.4168300046624,1.683494291105607,1.9616544814836974,0.008206495222097186,0.013716493774640062,9,100000.0,2026-01-09T20:49:41.258954
100000,0.0,0.5,11,completed,1014.0376449367672,962.8966245100756,1.683494291105607,1.9663594691217021,0.008206495222097186,0.013572632018589726,11,100000.0,2026-01-09T20:50:04.477396
100000,0.0,0.6,3,completed,1014.0376449367672,956.9581694755709,1.683494291105607,2.0242053942282663,0.008206495222097186,0.014545654163041877,3,100000.0,2026-01-09T20:50:27.323632
100000,0.0,0.6,5,completed,1014.0376449367672,959.678558123901,1.683494291105607,2.0162645334745046,0.008206495222097186,0.01432137104238363,5,100000.0,2026-01-09T20:50:50.108506
100000,0.0,0.6,7,completed,1014.0376449367672,960.0928505517377,1.683494291105607,1.9986594932573207,0.008206495222097186,0.014073710255511011,7,100000.0,2026-01-09T20:51:12.780075
100000,0.0,0.6,9,completed,1014.0376449367672,962.4161529159333,1.683494291105607,1.9864593552975847,0.008206495222097186,0.01391967569221377,9,100000.0,2026-01-09T20:51:35.568515
