volume,risk_weight,max_share,min_supplier,status,baseline_cost,optimized_cost,baseline_emissions,optimized_emissions,baseline_deforestation,optimized_deforestation,supplier_count,total_volume_sourced,timestamp
50000,0.0,0.7,9,completed,1014.0376449367672,964.4154758272041,1.683494291105607,2.011264229111472,0.008206495222097186,0.014122857609787482,9,50000.0,2026-01-09T20:05:18.727481
50000,0.0,0.7,11,completed,1014.0376449367672,966.8952703326177,1.683494291105607,2.0159692167494767,0.008206495222097186,0.01397899585373715,11,50000.0,2026-01-09T20:05:40.337525
50000,0.25,0.3,3,completed,1014.0376449367672,958.77306794573,1.683494291105607,1.5815740882867464,0.008206495222097186,0.00983453503477015,4,50000.0,2026-01-09T20:06:03.260282
50000,0.25,0.3,5,completed,1014.0376449367672,958.2252749702619,1.683494291105607,1.5780798670745457,0.008206495222097186,0.009772514578203134,5,50000.0,2026-01-09T20:06:26.276982
50000,0.25,0.3,7,completed,1014.0376449367672,958.9409307714332,1.683494291105607,1.5753873763826545,0.008206495222097186,0.009688006365508445,7,50000.0,2026-01-09T20:06:49.339643
50000,0.25,0.3,9,completed,1014.0376449367672,955.023727194432,1.683494291105607,1.5457563104849978,0.008206495222097186,0.009561173249834245,9,50000.0,2026-01-09T20:07:12.377400
50000,0.25,0.3,11,completed,1014.0376449367672,948.7644862499325,1.683494291105607,1.519794526692291,0.008206495222097186,0.009433019155566179,11,50000.0,2026-01-09T20:07:36.095569
50000,0.25,0.4,3,completed,1014.0376449367672,951.1515368239533,1.683494291105607,1.7474871521504636,0.008206495222097186,0.01189412025539986,3,50000.0,2026-01-09T20:07:59.267837
50000,0.25,0.4,5,completed,1014.0376449367672,952.6890387361939,1.683494291105607,1.7617178288244895,0.008206495222097186,0.011923830643516918,5,50000.0,2026-01-09T20:08:22.039643
50000,0.25,0.4,7,completed,1014.0376449367672,955.489989425074,1.683494291105607,1.7767502360188243,0.008206495222097186,0.011931053275506307,7,50000.0,2026-01-09T20:08:44.694095
50000,0.25,0.4,9,completed,1014.0376449367672,953.6580807357815,1.683494291105607,1.7648440680073947,0.008206495222097186,0.011895951004516183,9,50000.0,2026-01-09T20:09:07.480905
50000,0.25,0.4,11,completed,1014.0376449367672,949.4841346789907,1.683494291105607,1.7566071821009142,0.008206495222097186,0.011859527754932191,11,50000.0,2026-01-09T20:09:30.352055
50000,0.25,0.5,3,completed,1014.0376449367672,953.9161991204455,1.683494291105607,1.9905380714712653,0.008206495222097186,0.014296606823126133,3,50000.0,2026-01-09T20:09:52.972955
50000,0.25,0.5,5,completed,1014.0376449367672,955.3731389921365,1.683494291105607,1.9817954801971949,0.008206495222097186,0.01409481145859555,5,50000.0,2026-01-09T20:10:17.696713
50000,0.25,0.5,7,completed,1014.0376449367672,958.0935276404668,1.683494291105607,1.9738546194434334,0.008206495222097186,0.013870528337937303,7,50000.0,2026-01-09T20:10:43.428662
50000,0.25,0.5,9,completed,1014.0376449367672,956.181056910625,1.683494291105607,1.9389751834839075,0.008206495222097186,0.013603920314299536,9,50000.0,2026-01-09T20:11:07.776933
50000,0.25,0.5,11,completed,1014.0376449367672,951.9265488132845,1.683494291105607,1.907765029629331,0.008206495222097186,0.01333599131206791,11,50000.0,2026-01-09T20:11:31.745407
50000,0.25,0.6,3,completed,1014.0376449367672,955.9155220317166,1.683494291105607,2.015342945285153,0.008206495222097186,0.01449978874069984,3,50000.0,2026-01-09T20:11:55.435029
